*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Sat Feb 25 12:25:54 2023 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2022-Feb-25 00:00:00.0000 TDB
Stop  time      : A.D. 2054-Mar-27 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2459645.500000000, A.D. 2022-Mar-07 00:00:00.0000, -1.453898375063368E+08,  3.610646588850922E+07,  2.638346146375872E+04, -7.645200362164588E+00, -2.905316967439057E+01,  7.123751832818215E-04,  4.996995270991119E+02,  1.498061494904804E+08,  4.173872538920032E-01,
2459646.500000000, A.D. 2022-Mar-08 00:00:00.0000, -1.460284448215014E+08,  3.359107209201963E+07,  2.644291526326910E+04, -7.137140953958247E+00, -2.917199196426223E+01,  6.723603368019582E-04,  4.998195852029359E+02,  1.498421420045286E+08,  4.158184458969118E-01,
2459647.500000000, A.D. 2022-Mar-09 00:00:00.0000, -1.466230977767808E+08,  3.106581177320736E+07,  2.650108850837126E+04, -6.627772328489941E+00, -2.928157477355675E+01,  6.824120318373872E-04,  4.999392311126358E+02,  1.498780109458871E+08,  4.145280386133827E-01,
2459648.500000000, A.D. 2022-Mar-10 00:00:00.0000, -1.471736918117113E+08,  2.853147977443767E+07,  2.656220727210678E+04, -6.117289772757361E+00, -2.938199769855460E+01,  7.400474999581519E-04,  5.000585457397627E+02,  1.499137805712289E+08,  4.135194649279157E-01,
2459649.500000000, A.D. 2022-Mar-11 00:00:00.0000, -1.476801386026872E+08,  2.598886411615759E+07,  2.663024329292960E+04, -5.605874715198014E+00, -2.947333921581517E+01,  8.419174778904193E-04,  5.001776101181839E+02,  1.499494751738960E+08,  4.127908373749743E-01,
2459650.500000000, A.D. 2022-Mar-12 00:00:00.0000, -1.481423650531512E+08,  2.343874602066616E+07,  2.670884920987114E+04, -5.093698633901449E+00, -2.955567869347054E+01,  9.839920249756773E-04,  5.002965043511753E+02,  1.499851187682466E+08,  4.123378567066441E-01,
2459651.500000000, A.D. 2022-Mar-13 00:00:00.0000, -1.485603125033513E+08,  2.088189969900599E+07,  2.680129803993460E+04, -4.580924179540261E+00, -2.962909963084699E+01,  1.161481059376968E-03,  5.004153070289005E+02,  1.500207349150187E+08,  4.121541743391846E-01,
2459652.500000000, A.D. 2022-Mar-14 00:00:00.0000, -1.489339359113318E+08,  1.831909185387772E+07,  2.691040645268559E+04, -4.067703397181110E+00, -2.969369277101363E+01,  1.368551015948682E-03,  5.005340943971375E+02,  1.500563464721219E+08,  4.122293391223616E-01,
2459653.500000000, A.D. 2022-Mar-15 00:00:00.0000, -1.492632027624434E+08,  1.575108096702803E+07,  2.703842780600488E+04, -3.554173295095888E+00, -2.974955775318430E+01,  1.597925490695928E-03,  5.006529386205629E+02,  1.500919750739817E+08,  4.125446378458875E-01,
2459654.500000000, A.D. 2022-Mar-16 00:00:00.0000, -1.495480915052484E+08,  1.317861655535613E+07,  2.718690996515751E+04, -3.040449484785600E+00, -2.979680196594247E+01,  1.840493531242160E-03,  5.007719046119515E+02,  1.501276401809585E+08,  4.130674407813834E-01,
2459655.500000000, A.D. 2022-Mar-17 00:00:00.0000, -1.497885894027178E+08,  1.060243869041485E+07,  2.735652542658709E+04, -2.526619309556313E+00, -2.983553543881155E+01,  2.085090836668968E-03,  5.008910451432985E+02,  1.501633576136984E+08,  4.137451711161175E-01,
2459656.500000000, A.D. 2022-Mar-18 00:00:00.0000, -1.499846898445384E+08,  8.023278152551101E+06,  2.754689680350246E+04, -2.012736666267636E+00, -2.986586126439362E+01,  2.318641992442139E-03,  5.010103943655496E+02,  1.501991376103975E+08,  4.145006243113873E-01,
2459657.500000000, A.D. 2022-Mar-19 00:00:00.0000, -1.501363893810872E+08,  5.441857583002267E+06,  2.775645600409736E+04, -1.498821182232145E+00, -2.988786234668853E+01,  2.526816004930765E-03,  5.011299604245493E+02,  1.502349826131184E+08,  4.152307227490040E-01,
2459658.500000000, A.D. 2022-Mar-20 00:00:00.0000, -1.502436849580696E+08,  2.858893855685057E+06,  2.798238387148944E+04, -9.848639443717738E-01, -2.990158697143450E+01,  2.695223026229598E-03,  5.012497184313361E+02,  1.502708851603382E+08,  4.158104230835076E-01,
2459659.500000000, A.D. 2022-Mar-21 00:00:00.0000, -1.503065719556645E+08,  2.751016122481530E+05,  2.822067139114767E+04, -4.708402787742700E-01, -2.990703698588291E+01,  2.810987330994053E-03,  5.013696053682536E+02,  1.503068263598387E+08,  4.161021491269366E-01,
2459660.500000000, A.D. 2022-Mar-22 00:00:00.0000, -1.503250435748282E+08, -2.308802431740251E+06,  2.846632125127863E+04,  4.327236885728888E-02, -2.990416228038523E+01,  2.864357712104137E-03,  5.014895183456402E+02,  1.503427753660756E+08,  4.159691960155795E-01,
2459661.500000000, A.D. 2022-Mar-23 00:00:00.0000, -1.502990918525040E+08, -4.892095053514361E+06,  2.871367606761749E+04,  5.574753377636925E-01, -2.989286346246599E+01,  2.849970494525067E-03,  5.016093169361694E+02,  1.503786900799952E+08,  4.152900539562321E-01,
2459662.500000000, A.D. 2022-Mar-24 00:00:00.0000, -1.502287102265819E+08, -7.474042656405087E+06,  2.895683052825741E+04,  1.071732580469266E+00, -2.987300196332828E+01,  2.767502404912747E-03,  5.017288293763764E+02,  1.504145190082065E+08,  4.139704612676725E-01,
2459663.500000000, A.D. 2022-Mar-25 00:00:00.0000, -1.501138972689002E+08, -1.005389850201504E+07,  2.919007110289996E+04,  1.585960055100483E+00, -2.984441482550921E+01,  2.621665519729532E-03,  5.018478616605165E+02,  1.504502039892502E+08,  4.119512477018690E-01,
2459664.500000000, A.D. 2022-Mar-26 00:00:00.0000, -1.499546610693983E+08, -1.263090130732897E+07,  2.940829113339446E+04,  2.100021188207043E+00, -2.980693104300812E+01,  2.421672380837236E-03,  5.019662082443460E+02,  1.504856834025123E+08,  4.092117508280650E-01,
2459665.500000000, A.D. 2022-Mar-27 00:00:00.0000, -1.497510237813893E+08, -1.520427523778174E+07,  2.960734348383080E+04,  2.613727472309871E+00, -2.976038728535787E+01,  2.180353998200601E-03,  5.020836631981028E+02,  1.505208955118034E+08,  4.057697036177639E-01,
2459666.500000000, A.D. 2022-Mar-28 00:00:00.0000, -1.495030259365935E+08, -1.777323119502031E+07,  2.978430711746868E+04,  3.126843040332829E+00, -2.970464206114810E+01,  1.913065370606759E-03,  5.022000309420093E+02,  1.505557816837810E+08,  4.016785742969284E-01,
2459667.500000000, A.D. 2022-Mar-29 00:00:00.0000, -1.492107302174159E+08, -2.033696924730195E+07,  2.993765246242471E+04,  3.639092605299155E+00, -2.963958793828964E+01,  1.636444495913381E-03,  5.023151359042880E+02,  1.505902892833505E+08,  3.970227609897415E-01,
2459668.500000000, A.D. 2022-Mar-30 00:00:00.0000, -1.488742244044012E+08, -2.289468201025296E+07,  3.006729491998348E+04,  4.150172585134051E+00, -2.956516116221078E+01,  1.367075140139562E-03,  5.024288304748966E+02,  1.506243740581346E+08,  3.919105397637954E-01,
2459669.500000000, A.D. 2022-Mar-31 00:00:00.0000, -1.484936232391599E+08, -2.544555870349509E+07,  3.017453209264390E+04,  4.659764936125174E+00, -2.948134744740953E+01,  1.120156103988634E-03,  5.025410005982680E+02,  1.506580018151342E+08,  3.864647839601976E-01,
2459670.500000000, A.D. 2022-Apr-01 00:00:00.0000, -1.480690690225921E+08, -2.798878949406481E+07,  3.026187245586514E+04,  5.167552265269475E+00, -2.938818265264983E+01,  9.083526831386024E-04,  5.026515684515298E+02,  1.506911492236394E+08,  3.808122283107240E-01,
2459671.500000000, A.D. 2022-Apr-02 00:00:00.0000, -1.476007309350336E+08, -3.052356965649897E+07,  3.033277987857908E+04,  5.673231867635311E+00, -2.928574790374598E+01,  7.410269589804841E-04,  5.027604920093837E+02,  1.507238036847825E+08,  3.750729264463024E-01,
2459672.500000000, A.D. 2022-Apr-03 00:00:00.0000, -1.470888032811674E+08, -3.304910310337687E+07,  3.039137297570892E+04,  6.176526215071847E+00, -2.917416019505086E+01,  6.239725244387984E-04,  5.028677618384641E+02,  1.507559623705117E+08,  3.693518778217570E-01,
2459673.500000000, A.D. 2022-Apr-04 00:00:00.0000, -1.465335030427698E+08, -3.556460498847057E+07,  3.044212345828116E+04,  6.677188352866657E+00, -2.905356076801709E+01,  5.596423909377535E-04,  5.029733959772992E+02,  1.507876306886418E+08,  3.637342744052699E-01,
2459674.500000000, A.D. 2022-Apr-05 00:00:00.0000, -1.459350671916971E+08, -3.806930330719827E+07,  3.048959069063701E+04,  7.175002175326246E+00, -2.892410394373547E+01,  5.477274558707279E-04,  5.030774340241236E+02,  1.508188205104249E+08,  3.582847146217933E-01,
2459675.500000000, A.D. 2022-Apr-06 00:00:00.0000, -1.452937501568927E+08, -4.056243963057946E+07,  3.053821393677220E+04,  7.669778878473706E+00, -2.878594849424366E+01,  5.858778055056746E-04,  5.031799314911827E+02,  1.508495484780133E+08,  3.530496465395835E-01,
2459676.500000000, A.D. 2022-Apr-07 00:00:00.0000, -1.446098216939850E+08, -4.304326924283820E+07,  3.059216591022164E+04,  8.161351522199567E+00, -2.863925253438469E+01,  6.703723719088117E-04,  5.032809551689811E+02,  1.508798346146967E+08,  3.480616875422515E-01,
2459677.500000000, A.D. 2022-Apr-08 00:00:00.0000, -1.438835652378719E+08, -4.551106099035393E+07,  3.065525690530613E+04,  8.649569566768465E+00, -2.848417186732675E+01,  7.966041094196186E-04,  5.033805798326653E+02,  1.509097013374999E+08,  3.433443975759686E-01,
2459678.500000000, A.D. 2022-Apr-09 00:00:00.0000, -1.431152766758229E+08, -4.796509711141384E+07,  3.073087040498853E+04,  9.134294791753824E+00, -2.832086103412563E+01,  9.593182714127124E-04,  5.034788862459469E+02,  1.509391728587748E+08,  3.389163457843015E-01,
2459679.500000000, A.D. 2022-Apr-10 00:00:00.0000, -1.423052633797342E+08, -5.040467323552998E+07,  3.082190820202976E+04,  9.615399488290100E+00, -2.814947599711185E+01,  1.152596759931512E-03,  5.035759601320294E+02,  1.509682748776911E+08,  3.347936397200863E-01,
2459680.500000000, A.D. 2022-Apr-11 00:00:00.0000, -1.414538432780252E+08, -5.282909864213371E+07,  3.093072420763969E+04,  1.009276739908905E+01, -2.797017725014504E+01,  1.369619807764622E-03,  5.036718915788013E+02,  1.509970344019183E+08,  3.309903246435547E-01,
2459681.500000000, A.D. 2022-Apr-12 00:00:00.0000, -1.405613437217873E+08, -5.523769675875925E+07,  3.105903024816141E+04,  1.056629753032506E+01, -2.778313201300847E+01,  1.602269876451956E-03,  5.037667741967832E+02,  1.510254794951846E+08,  3.275162048598028E-01,
2459682.500000000, A.D. 2022-Apr-13 00:00:00.0000, -1.396280999072726E+08, -5.762980575443690E+07,  3.120776457355171E+04,  1.103591050190242E+01, -2.758851396628035E+01,  1.840687757319159E-03,  5.038607032423856E+02,  1.510536387146433E+08,  3.243718235696873E-01,
2459683.500000000, A.D. 2022-Apr-14 00:00:00.0000, -1.386544526762521E+08, -6.000477894342495E+07,  3.137692596143484E+04,  1.150155632629831E+01, -2.738649885212352E+01,  2.072955220590700E-03,  5.039537718985271E+02,  1.510815399958307E+08,  3.215407875267863E-01,
2459684.500000000, A.D. 2022-Apr-15 00:00:00.0000, -1.376407456599007E+08, -6.236198457838155E+07,  3.156539441481978E+04,  1.196322133361573E+01, -2.717725458399668E+01,  2.285146743540523E-03,  5.040460650791325E+02,  1.511092087953011E+08,  3.189805499776101E-01,
2459685.500000000, A.D. 2022-Apr-16 00:00:00.0000, -1.365873219850029E+08, -6.470080454174557E+07,  3.177078187984228E+04,  1.242093071017639E+01, -2.696092579445449E+01,  2.462012442833839E-03,  5.041376506366358E+02,  1.511366654547023E+08,  3.166141445778772E-01,
2459686.500000000, A.D. 2022-Apr-17 00:00:00.0000, -1.354945210948080E+08, -6.702063153781830E+07,  3.198937554907799E+04,  1.287474270674011E+01, -2.673761524013236E+01,  2.588445332010636E-03,  5.042285687662958E+02,  1.511639220242698E+08,  3.143266204442799E-01,
2459687.500000000, A.D. 2022-Apr-18 00:00:00.0000, -1.343626765250712E+08, -6.932086472713266E+07,  3.221623844032362E+04,  1.332473220985023E+01, -2.650736743877463E+01,  2.651601257587899E-03,  5.043188215241798E+02,  1.511909791203972E+08,  3.119698972744360E-01,
2459688.500000000, A.D. 2022-Apr-19 00:00:00.0000, -1.331921155144932E+08, -7.160090429124536E+07,  3.244550423659384E+04,  1.377096541874809E+01, -2.627016136347244E+01,  2.643162870000992E-03,  5.044083651682815E+02,  1.512178236295607E+08,  3.093774089417770E-01,
2459689.500000000, A.D. 2022-Apr-20 00:00:00.0000, -1.319831609673250E+08, -7.386014594505803E+07,  3.267084739953652E+04,  1.421347210760871E+01, -2.602591694349587E+01,  2.561008578130242E-03,  5.044971078431186E+02,  1.512444280141796E+08,  3.063857029062694E-01,
2459690.500000000, A.D. 2022-Apr-21 00:00:00.0000, -1.307361356037915E+08, -7.609797660656014E+07,  3.288604892266914E+04,  1.465222409059914E+01, -2.577451472682977E+01,  2.409692298863675E-03,  5.045849137426588E+02,  1.512707515606297E+08,  3.028565793098403E-01,
2459691.500000000, A.D. 2022-Apr-22 00:00:00.0000, -1.294513674637038E+08, -7.831377212590851E+07,  3.308554626216739E+04,  1.508712603594584E+01, -2.551582255472422E+01,  2.199627716533925E-03,  5.046716129000840E+02,  1.512967433141407E+08,  2.986930748892844E-01,
2459692.500000000, A.D. 2022-Apr-23 00:00:00.0000, -1.281291956267665E+08, -8.050689732660899E+07,  3.326487012683973E+04,  1.551801926726535E+01, -2.524972114478178E+01,  1.945382424635156E-03,  5.047570142314458E+02,  1.513223459891861E+08,  2.938458673456769E-01,
2459693.500000000, A.D. 2022-Apr-24 00:00:00.0000, -1.267699751809148E+08, -8.267670798738003E+07,  3.342091789431125E+04,  1.594469445339915E+01, -2.497612281325804E+01,  1.663703369770175E-03,  5.048409191090433E+02,  1.513475000386793E+08,  2.883109926185575E-01,
2459694.500000000, A.D. 2022-Apr-25 00:00:00.0000, -1.253740809126234E+08, -8.482255407435256E+07,  3.355206356444210E+04,  1.636690763684681E+01, -2.469498175914416E+01,  1.371767307217553E-03,  5.049231334341185E+02,  1.513721472732764E+08,  2.821223724019524E-01,
2459695.500000000, A.D. 2022-Apr-26 00:00:00.0000, -1.239419096245603E+08, -8.694378354805626E+07,  3.365813488107920E+04,  1.678439549643332E+01, -2.440629749820717E+01,  1.085867884480507E-03,  5.050034772526506E+02,  1.513962337441192E+08,  2.753427393082905E-01,
2459696.500000000, A.D. 2022-Apr-27 00:00:00.0000, -1.224738812374350E+08, -8.903974626514398E+07,  3.374029575551301E+04,  1.719688811815952E+01, -2.411011403510906E+01,  8.205215594792037E-04,  5.050817918060546E+02,  1.514197118565814E+08,  2.680551313950044E-01,
2459697.500000000, A.D. 2022-Apr-28 00:00:00.0000, -1.209704388999021E+08, -9.110979770011409E+07,  3.380086561677977E+04,  1.760411926586926E+01, -2.380651676620541E+01,  5.878824797989068E-04,  5.051579443029453E+02,  1.514425418008071E+08,  2.603555901598616E-01,
2459698.500000000, A.D. 2022-Apr-29 00:00:00.0000, -1.194320482985040E+08, -9.315330233806995E+07,  3.384309803470969E+04,  1.800583471834013E+01, -2.349562803757285E+01,  3.973741487204308E-04,  5.052318307354305E+02,  1.514646923960147E+08,  2.523468229785017E-01,
2459699.500000000, A.D. 2022-Apr-30 00:00:00.0000, -1.178591963174356E+08, -9.516963663386580E+07,  3.387093547155708E+04,  1.840179899510461E+01, -2.317760155359120E+01,  2.555041813181447E-04,  5.053033769620748E+02,  1.514861414151609E+08,  2.441324721222262E-01,
2459700.500000000, A.D. 2022-May-01 00:00:00.0000, -1.162523891910374E+08, -9.715819144022180E+07,  3.388875617299974E+04,  1.879180031427484E+01, -2.285261570543806E+01,  1.658702863185368E-04,  5.053725382179912E+02,  1.515068754380705E+08,  2.358119616767804E-01,
2459701.500000000, A.D. 2022-May-02 00:00:00.0000, -1.146121503189677E+08, -9.911837382505153E+07,  3.390113022846729E+04,  1.917565337627882E+01, -2.252086620472453E+01,  1.293657910466095E-04,  5.054392972623799E+02,  1.515268892960815E+08,  2.274762760797014E-01,
2459702.500000000, A.D. 2022-May-03 00:00:00.0000, -1.129390179451293E+08, -1.010496082495595E+08,  3.391260123635828E+04,  1.955319972486582E+01, -2.218255880859501E+01,  1.445587103230395E-04,  5.055036615048194E+02,  1.515461852105298E+08,  2.192051738302506E-01,
2459703.500000000, A.D. 2022-May-04 00:00:00.0000, -1.112335429045919E+08, -1.029513371564759E+08,  3.392750585779548E+04,  1.992430589020293E+01, -2.183790309658580E+01,  2.081751923794783E-04,  5.055656595805127E+02,  1.515647717660331E+08,  2.110661804525494E-01,
2459704.500000000, A.D. 2022-May-05 00:00:00.0000, -1.094962866031397E+08, -1.048230210958834E+08,  3.394983623233438E+04,  2.028886001048964E+01, -2.148710809221486E+01,  3.155914934813708E-04,  5.056253378947230E+02,  1.515826628745396E+08,  2.031153458491120E-01,
2459705.500000000, A.D. 2022-May-06 00:00:00.0000, -1.077278193187687E+08, -1.066641385677470E+08,  3.398314178623259E+04,  2.064676793721325E+01, -2.113038010519957E+01,  4.612394722594004E-04,  5.056827575966747E+02,  1.515998768681253E+08,  1.953993760407172E-01,
2459706.500000000, A.D. 2022-May-07 00:00:00.0000, -1.059287188235844E+08, -1.084741857716466E+08,  3.403045964793861E+04,  2.099794988207774E+01, -2.076792268494873E+01,  6.388540748067939E-04,  5.057379922898061E+02,  1.516164358125460E+08,  1.879584893007520E-01,
2459707.500000000, A.D. 2022-May-08 00:00:00.0000, -1.040995692382180E+08, -1.102526764260128E+08,  3.409425813765079E+04,  2.134233852264192E+01, -2.039993815906820E+01,  8.415251782549760E-04,  5.057911265774653E+02,  1.516323650712474E+08,  1.808292240080916E-01,
2459708.500000000, A.D. 2022-May-09 00:00:00.0000, -1.022409599613338E+08, -1.119991417592420E+08,  3.417637607526779E+04,  2.167987925082859E+01, -2.002662990836543E+01,  1.061551510624703E-03,  5.058422553129394E+02,  1.516476930805297E+08,  1.740463792109497E-01,
2459709.500000000, A.D. 2022-May-10 00:00:00.0000, -1.003534844694035E+08, -1.137131306893493E+08,  3.427794201873988E+04,  2.201053296703897E+01, -1.964820424130771E+01,  1.290131416237017E-03,  5.058914831809930E+02,  1.516624512240955E+08,  1.676432264522229E-01,
2459710.500000000, A.D. 2022-May-11 00:00:00.0000, -9.843773876306464E+07, -1.153942100970134E+08,  3.439926248912513E+04,  2.233428142128137E+01, -1.926487040979287E+01,  1.516972921732140E-03,  5.059389239825922E+02,  1.516766736186165E+08,  1.616490864963973E-01,
2459711.500000000, A.D. 2022-May-12 00:00:00.0000, -9.649431926363644E+07, -1.170419649567917E+08,  3.453967816915363E+04,  2.265113440044222E+01, -1.887683699823865E+01,  1.729974601761164E-03,  5.059846987390219E+02,  1.516903965453608E+08,  1.560834450636665E-01,
2459712.500000000, A.D. 2022-May-13 00:00:00.0000, -9.452382007157244E+07, -1.186559979340670E+08,  3.469740389294922E+04,  2.296113686799820E+01, -1.848430290482953E+01,  1.915216794223795E-03,  5.060289315514473E+02,  1.517036572089221E+08,  1.509462870774759E-01,
2459713.500000000, A.D. 2022-May-14 00:00:00.0000, -9.252682973044789E+07, -1.202359279302250E+08,  3.486939229488373E+04,  2.326437254869261E+01, -1.808744201119563E+01,  2.057570966093714E-03,  5.060717422264598E+02,  1.517164915264128E+08,  1.462056499246333E-01,
